k,time_s,safety_mode,ctrl_mode,fw,vdc,rs,wm,omega_ref,id_ref,iq_ref,id_fw,theta_ref,theta_mech,epos_live,epos_pi,espd,i_alpha,i_beta,tl_hat,mpcJ,enc,iq_inj,frf_freq_hz
1384,0.06920088,0,1,0,49.418350,0.471717,0.000000,0.000000,0.000000,0.683629,0.000000,0.000000,-0.329806,0.329806,0.000000,0.000000,0.735333,0.071606,-3.966393,0.002157,-215,0.000000,0.000000
1385,0.06925088,0,1,0,49.395836,0.471644,0.000000,0.000000,0.000000,0.683629,0.000000,0.000000,-0.329806,0.329806,0.000000,0.000000,0.732414,0.061862,-3.755036,0.002531,-215,0.000000,0.000000
1386,0.06930088,0,1,0,49.370983,0.471577,0.000000,0.000000,0.000000,0.683629,0.000000,0.000000,-0.329806,0.329806,0.000000,0.000000,0.729645,0.055084,-3.554325,0.002802,-215,0.000000,0.000000
1387,0.06935088,0,1,0,49.343819,0.471514,0.000000,0.000000,0.000000,0.683629,0.000000,0.000000,-0.329806,0.329806,0.000000,0.000000,0.727316,0.050888,-3.363710,0.002970,-215,0.000000,0.000000
1388,0.06940088,0,1,0,49.314396,0.471951,-30.679617,0.000000,0.000000,0.683629,0.000000,0.000000,-0.331340,0.331340,0.000000,0.000000,0.725624,0.048718,18.293388,0.003025,-216,0.000000,0.000000
1389,0.06945089,0,1,0,49.282753,0.471891,0.000000,0.000000,0.000000,0.683629,0.000000,0.000000,-0.331340,0.331340,0.000000,0.000000,0.724838,0.047873,-4.084157,0.003024,-216,0.000000,0.000000
1390,0.06950089,0,1,0,49.248936,0.471965,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.331340,0.331340,0.000000,5.710969,0.724906,0.047582,-3.867092,0.003674,-216,0.000000,0.000000
1391,0.06955089,0,1,0,49.213005,0.471898,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.331340,0.331340,0.000000,0.000000,0.778363,0.044920,-3.659961,0.004254,-216,0.000000,0.000000
1392,0.06960089,0,1,0,49.174999,0.471837,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.331340,0.331340,0.000000,0.000000,0.830615,0.041263,-3.462291,0.005890,-216,0.000000,0.000000
1393,0.06965089,0,1,0,49.134979,0.471775,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.331340,0.331340,0.000000,0.000000,0.884451,0.035881,-3.273591,0.008723,-216,0.000000,0.000000
1394,0.06970089,0,1,0,49.093002,0.471869,-30.679617,0.000000,0.000000,0.737198,0.000000,0.000000,-0.332874,0.332874,0.000000,0.000000,0.940312,0.028188,18.382675,0.007458,-217,0.000000,0.000000
1395,0.06975089,0,1,0,49.049141,0.471910,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.332874,0.332874,0.000000,0.000000,0.873648,0.255565,-3.995819,0.004796,-217,0.000000,0.000000
1396,0.06980089,0,1,0,49.003445,0.471811,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.332874,0.332874,0.000000,0.000000,0.933808,0.243245,-3.778660,0.007933,-217,0.000000,0.000000
1397,0.06985089,0,1,0,48.955990,0.471331,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.332874,0.332874,0.000000,0.000000,0.971014,0.274813,-3.571571,0.007064,-217,0.000000,0.000000
1398,0.06990089,0,1,0,48.906841,0.471617,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.332874,0.332874,0.000000,0.000000,0.800500,0.259799,-3.377881,0.001105,-217,0.000000,0.000000
1399,0.06995089,0,1,0,48.856079,0.471498,0.000000,0.000000,0.000000,0.737198,0.000000,0.000000,-0.332874,0.332874,0.000000,0.000000,0.806105,0.237784,-3.193873,0.000580,-217,0.000000,0.000000
1400,0.07000089,0,1,0,48.803768,0.471984,-30.679617,0.000000,0.000000,0.797198,0.000000,0.000000,-0.334408,0.334408,0.000000,6.981793,0.800586,0.214423,18.456774,0.000073,-218,0.000000,0.000000
1401,0.07005090,0,1,0,48.749989,0.471810,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.334408,0.334408,0.000000,0.000000,0.857571,0.187854,-3.925999,0.000036,-218,0.000000,0.000000
1402,0.07010090,0,1,0,48.694820,0.471690,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.334408,0.334408,0.000000,0.000000,0.874648,0.162777,-3.713708,0.000250,-218,0.000000,0.000000
1403,0.07015090,0,1,0,48.638348,0.471603,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.334408,0.334408,0.000000,0.000000,0.875185,0.139219,-3.512122,0.000649,-218,0.000000,0.000000
1404,0.07020090,0,1,0,48.580647,0.471524,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.334408,0.334408,0.000000,0.000000,0.873775,0.117331,-3.320733,0.001192,-218,0.000000,0.000000
1405,0.07025090,0,1,0,48.521801,0.471868,-30.679617,0.000000,0.000000,0.816874,0.000000,0.000000,-0.335942,0.335942,0.000000,0.000000,0.871157,0.097717,18.337009,0.001798,-219,0.000000,0.000000
1406,0.07030090,0,1,0,48.461903,0.471801,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.335942,0.335942,0.000000,0.000000,0.868273,0.080849,-4.040028,0.002419,-219,0.000000,0.000000
1407,0.07035090,0,1,0,48.401039,0.471740,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.335942,0.335942,0.000000,0.000000,0.865262,0.067043,-3.822590,0.002993,-219,0.000000,0.000000
1408,0.07040090,0,1,0,48.339302,0.471685,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.335942,0.335942,0.000000,0.000000,0.862391,0.056399,-3.616118,0.003472,-219,0.000000,0.000000
1409,0.07045090,0,1,0,48.276772,0.471634,0.000000,0.000000,0.000000,0.816874,0.000000,0.000000,-0.335942,0.335942,0.000000,0.000000,0.859909,0.048805,-3.420044,0.003828,-219,0.000000,0.000000
1410,0.07050090,0,1,0,48.213547,0.471459,0.000000,0.000000,0.000000,0.756874,0.000000,0.000000,-0.335942,0.335942,0.000000,3.887309,0.858025,0.043936,-3.233827,0.003321,-219,0.000000,0.000000
1411,0.07055090,0,1,0,48.149715,0.471861,-30.679617,0.000000,0.000000,0.696874,0.000000,0.000000,-0.337476,0.337476,0.000000,0.000000,0.800122,0.043391,18.418118,0.002640,-220,0.000000,0.000000
1412,0.07060090,0,1,0,48.085388,0.471798,0.000000,0.000000,0.000000,0.636874,0.000000,0.000000,-0.337476,0.337476,0.000000,0.000000,0.743842,0.044412,-3.965290,0.001987,-220,0.000000,0.000000
1413,0.07065091,0,1,0,48.020634,0.471883,0.000000,0.000000,0.000000,0.635394,0.000000,0.000000,-0.337476,0.337476,0.000000,0.000000,0.686212,0.046264,-3.754798,0.001878,-220,0.000000,0.000000
1414,0.07070091,0,1,0,47.955559,0.471811,0.000000,0.000000,0.000000,0.635394,0.000000,0.000000,-0.337476,0.337476,0.000000,0.000000,0.684746,0.046029,-3.554857,0.001864,-220,0.000000,0.000000
1415,0.07075091,0,1,0,47.890259,0.471735,0.000000,0.000000,0.000000,0.635394,0.000000,0.000000,-0.337476,0.337476,0.000000,0.000000,0.684662,0.044870,-3.364919,0.001887,-220,0.000000,0.000000
1416,0.07080091,0,1,0,47.824844,0.471646,0.000000,0.000000,0.000000,0.635394,0.000000,0.000000,-0.337476,0.337476,0.000000,0.000000,0.687243,0.042087,-3.184444,0.001974,-220,0.000000,0.000000
1417,0.07085091,0,1,0,47.759384,0.472075,-30.679617,0.000000,0.000000,0.635394,0.000000,0.000000,-0.339010,0.339010,0.000000,0.000000,0.690243,0.037148,18.463091,0.002132,-221,0.000000,0.000000
1418,0.07090091,0,1,0,47.693985,0.471970,0.000000,0.000000,0.000000,0.635394,0.000000,0.000000,-0.339010,0.339010,0.000000,0.000000,0.693518,0.029611,-3.923494,0.002408,-221,0.000000,0.000000
1419,0.07095091,0,1,0,47.628746,0.471859,0.000000,0.000000,0.000000,0.635394,0.000000,0.000000,-0.339010,0.339010,0.000000,0.000000,0.696633,0.019235,-3.715002,0.002834,-221,0.000000,0.000000
1420,0.07100091,0,1,0,47.563770,0.471884,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.339010,0.339010,0.000000,4.756628,0.699334,0.005993,-3.516939,0.004084,-221,0.000000,0.000000
1421,0.07105091,0,1,0,47.499138,0.471641,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.339010,0.339010,0.000000,0.000000,0.753071,-0.011767,-3.327904,0.005081,-221,0.000000,0.000000
1422,0.07110091,0,1,0,47.434956,0.471537,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.339010,0.339010,0.000000,0.000000,0.753810,-0.029999,-3.148380,0.006224,-221,0.000000,0.000000
1423,0.07115091,0,1,0,47.371307,0.471890,-30.679617,0.000000,0.000000,0.689886,0.000000,0.000000,-0.340544,0.340544,0.000000,0.000000,0.756240,-0.049972,18.498196,0.007579,-222,0.000000,0.000000
1424,0.07120091,0,1,0,47.308304,0.471784,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.340544,0.340544,0.000000,0.000000,0.755911,-0.070901,-3.889415,0.009155,-222,0.000000,0.000000
1425,0.07125092,0,1,0,47.246017,0.471684,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.340544,0.340544,0.000000,0.000000,0.754751,-0.092064,-3.682012,0.010910,-222,0.000000,0.000000
1426,0.07130092,0,1,0,47.184551,0.471366,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.340544,0.340544,0.000000,0.000000,0.752738,-0.112648,-3.485093,0.007107,-222,0.000000,0.000000
1427,0.07135092,0,1,0,47.123993,0.471483,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.340544,0.340544,0.000000,0.000000,0.684650,0.121276,-3.298331,0.000054,-222,0.000000,0.000000
1428,0.07140092,0,1,0,47.064438,0.471360,0.000000,0.000000,0.000000,0.689886,0.000000,0.000000,-0.340544,0.340544,0.000000,0.000000,0.736895,0.113997,-3.120016,0.000123,-222,0.000000,0.000000
1429,0.07145092,0,1,0,47.005974,0.471771,-30.679617,0.000000,0.000000,0.689886,0.000000,0.000000,-0.342078,0.342078,0.000000,0.000000,0.764723,0.148475,18.526047,0.000832,-223,0.000000,0.000000
1430,0.07150092,0,1,0,46.948673,0.471718,0.000000,0.000000,0.000000,0.749886,0.000000,0.000000,-0.342078,0.342078,0.000000,6.069055,0.798512,0.167922,-3.861301,0.000430,-223,0.000000,0.000000
1431,0.07155092,0,1,0,46.892635,0.471652,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.342078,0.342078,0.000000,0.000000,0.838893,0.171881,-3.652822,0.000768,-223,0.000000,0.000000
1432,0.07160092,0,1,0,46.837940,0.471598,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.342078,0.342078,0.000000,0.000000,0.871793,0.188568,-3.454126,0.001900,-223,0.000000,0.000000
1433,0.07165092,0,1,0,46.784672,0.471549,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.342078,0.342078,0.000000,0.000000,0.902594,0.208854,-3.264747,0.003537,-223,0.000000,0.000000
1434,0.07170092,0,1,0,46.732899,0.471501,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.342078,0.342078,0.000000,0.000000,0.934036,0.228527,-3.084210,0.005694,-223,0.000000,0.000000
1435,0.07175092,0,1,0,46.682709,0.471821,-30.679617,0.000000,0.000000,0.771485,0.000000,0.000000,-0.343612,0.343612,0.000000,0.000000,0.966402,0.248009,18.563976,0.008431,-224,0.000000,0.000000
1436,0.07180092,0,1,0,46.634171,0.471770,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.343612,0.343612,0.000000,0.000000,1.000425,0.266662,-3.821350,0.011794,-224,0.000000,0.000000
1437,0.07185093,0,1,0,46.587368,0.471285,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.343612,0.343612,0.000000,0.000000,1.035949,0.285295,-3.610984,0.009267,-224,0.000000,0.000000
1438,0.07190093,0,1,0,46.542355,0.471656,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.343612,0.343612,0.000000,0.000000,0.826544,0.287537,-3.414824,0.003070,-224,0.000000,0.000000
1439,0.07195093,0,1,0,46.499210,0.471553,0.000000,0.000000,0.000000,0.771485,0.000000,0.000000,-0.343612,0.343612,0.000000,0.000000,0.833116,0.282422,-3.228374,0.002860,-224,0.000000,0.000000
1440,0.07200093,0,1,0,46.457993,0.471366,0.000000,0.000000,0.000000,0.711485,0.000000,0.000000,-0.343612,0.343612,0.000000,3.633111,0.828176,0.275444,-3.051359,0.003133,-224,0.000000,0.000000
1441,0.07205093,0,1,0,46.418777,0.471718,-30.679617,0.000000,0.000000,0.651485,0.000000,0.000000,-0.345146,0.345146,0.000000,0.000000,0.774122,0.267583,18.591852,0.003391,-225,0.000000,0.000000
1442,0.07210093,0,1,0,46.381607,0.471693,0.000000,0.000000,0.000000,0.628970,0.000000,0.000000,-0.345146,0.345146,0.000000,0.000000,0.720157,0.256957,-3.799863,0.003131,-225,0.000000,0.000000
1443,0.07215093,0,1,0,46.346550,0.471636,0.000000,0.000000,0.000000,0.628970,0.000000,0.000000,-0.345146,0.345146,0.000000,0.000000,0.699346,0.242341,-3.596677,0.002497,-225,0.000000,0.000000
1444,0.07220093,0,1,0,46.313652,0.471529,0.000000,0.000000,0.000000,0.628970,0.000000,0.000000,-0.345146,0.345146,0.000000,0.000000,0.698799,0.224254,-3.403722,0.001803,-225,0.000000,0.000000
1445,0.07225093,0,1,0,46.282967,0.471423,0.000000,0.000000,0.000000,0.628970,0.000000,0.000000,-0.345146,0.345146,0.000000,0.000000,0.698485,0.203702,-3.220493,0.001148,-225,0.000000,0.000000
1446,0.07230093,0,1,0,46.254547,0.471318,0.000000,0.000000,0.000000,0.628970,0.000000,0.000000,-0.345146,0.345146,0.000000,0.000000,0.698118,0.181245,-3.046509,0.000599,-225,0.000000,0.000000
1447,0.07235093,0,1,0,46.228432,0.471732,-30.679617,0.000000,0.000000,0.628970,0.000000,0.000000,-0.346680,0.346680,0.000000,0.000000,0.696939,0.157583,18.594709,0.000218,-226,0.000000,0.000000
1448,0.07240093,0,1,0,46.204659,0.471637,0.000000,0.000000,0.000000,0.628970,0.000000,0.000000,-0.346680,0.346680,0.000000,0.000000,0.695095,0.133490,-3.798017,0.000027,-226,0.000000,0.000000
1449,0.07245094,0,1,0,46.183277,0.471548,0.000000,0.000000,0.000000,0.628970,0.000000,0.000000,-0.346680,0.346680,0.000000,0.000000,0.692621,0.109787,-3.595499,0.000035,-226,0.000000,0.000000
1450,0.07250094,0,1,0,46.164314,0.471633,0.000000,0.000000,0.000000,0.688970,0.000000,0.000000,-0.346680,0.346680,0.000000,4.685833,0.689706,0.087276,-3.403234,0.000393,-226,0.000000,0.000000
1451,0.07255094,0,1,0,46.147797,0.471548,0.000000,0.000000,0.000000,0.694313,0.000000,0.000000,-0.346680,0.346680,0.000000,0.000000,0.748059,0.064791,-3.219626,0.001400,-226,0.000000,0.000000
1452,0.07260094,0,1,0,46.133759,0.471482,0.000000,0.000000,0.000000,0.694313,0.000000,0.000000,-0.346680,0.346680,0.000000,0.000000,0.800204,0.044987,-3.044344,0.003478,-226,0.000000,0.000000
1453,0.07265094,0,1,0,46.122223,0.471853,-30.679617,0.000000,0.000000,0.694313,0.000000,0.000000,-0.348214,0.348214,0.000000,0.000000,0.849153,0.028285,18.599037,0.006367,-227,0.000000,0.000000
1454,0.07270094,0,1,0,46.113209,0.471804,0.000000,0.000000,0.000000,0.694313,0.000000,0.000000,-0.348214,0.348214,0.000000,0.000000,0.895467,0.014899,-3.790747,0.009889,-227,0.000000,0.000000
1455,0.07275094,0,1,0,46.106731,0.471759,0.000000,0.000000,0.000000,0.694313,0.000000,0.000000,-0.348214,0.348214,0.000000,0.000000,0.939862,0.004817,-3.584558,0.013934,-227,0.000000,0.000000
1456,0.07280094,0,1,0,46.102810,0.471476,0.000000,0.000000,0.000000,0.694313,0.000000,0.000000,-0.348214,0.348214,0.000000,0.000000,0.983153,-0.002195,-3.387935,0.012277,-227,0.000000,0.000000
1457,0.07285094,0,1,0,46.101448,0.471561,0.000000,0.000000,0.000000,0.694313,0.000000,0.000000,-0.348214,0.348214,0.000000,0.000000,0.895907,0.246469,-3.201874,0.009914,-227,0.000000,0.000000
1458,0.07290094,0,1,0,46.102657,0.471505,0.000000,0.000000,0.000000,0.694313,0.000000,0.000000,-0.348214,0.348214,0.000000,0.000000,0.946140,0.232014,-3.024274,0.013512,-227,0.000000,0.000000
1459,0.07295094,0,1,0,46.106434,0.471815,-30.679617,0.000000,0.000000,0.694313,0.000000,0.000000,-0.349748,0.349748,0.000000,0.000000,0.992524,0.227736,18.621286,0.018048,-228,0.000000,0.000000
1460,0.07300095,0,1,0,46.112785,0.471762,0.000000,0.000000,0.000000,0.754313,0.000000,0.000000,-0.349748,0.349748,0.000000,6.049338,1.040751,0.223937,-3.766359,0.016274,-228,0.000000,0.000000
1461,0.07305095,0,1,0,46.121700,0.471706,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.349748,0.349748,0.000000,0.000000,1.091197,0.219768,-3.558009,0.018845,-228,0.000000,0.000000
1462,0.07310095,0,1,0,46.133171,0.471649,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.349748,0.349748,0.000000,0.000000,1.144006,0.214430,-3.359158,0.025252,-228,0.000000,0.000000
1463,0.07315095,0,1,0,46.147182,0.471330,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.349748,0.349748,0.000000,0.000000,1.199085,0.207224,-3.169297,0.025522,-228,0.000000,0.000000
1464,0.07320095,0,1,0,46.163731,0.470903,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.349748,0.349748,0.000000,0.000000,1.132999,-0.057810,-2.990941,0.015581,-228,0.000000,0.000000
1465,0.07325095,0,1,0,46.182785,0.471848,-30.679617,0.000000,0.000000,0.778935,0.000000,0.000000,-0.351282,0.351282,0.000000,0.000000,0.857046,-0.048134,18.649704,0.006457,-229,0.000000,0.000000
1466,0.07330095,0,1,0,46.204327,0.471730,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.351282,0.351282,0.000000,0.000000,0.858369,-0.058485,-3.743464,0.007122,-229,0.000000,0.000000
1467,0.07335095,0,1,0,46.228329,0.471659,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.351282,0.351282,0.000000,0.000000,0.848441,-0.071737,-3.541456,0.008051,-229,0.000000,0.000000
1468,0.07340095,0,1,0,46.254765,0.471567,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.351282,0.351282,0.000000,0.000000,0.848087,-0.087883,-3.349604,0.009282,-229,0.000000,0.000000
1469,0.07345095,0,1,0,46.283596,0.471480,0.000000,0.000000,0.000000,0.778935,0.000000,0.000000,-0.351282,0.351282,0.000000,0.000000,0.846770,-0.106145,-3.167424,0.010796,-229,0.000000,0.000000
1470,0.07350095,0,1,0,46.314789,0.471168,0.000000,0.000000,0.000000,0.718935,0.000000,0.000000,-0.351282,0.351282,0.000000,3.627620,0.845041,-0.125879,-2.994443,0.006696,-229,0.000000,0.000000
1471,0.07355095,0,1,0,46.348305,0.471753,-30.679617,0.000000,0.000000,0.658935,0.000000,0.000000,-0.352816,0.352816,0.000000,0.000000,0.767397,0.124612,18.645313,0.001734,-230,0.000000,0.000000
1472,0.07360096,0,1,0,46.384094,0.471654,0.000000,0.000000,0.000000,0.637262,0.000000,0.000000,-0.352816,0.352816,0.000000,0.000000,0.808374,0.132884,-3.747940,0.004577,-230,0.000000,0.000000
1473,0.07365096,0,1,0,46.422119,0.471604,0.000000,0.000000,0.000000,0.637262,0.000000,0.000000,-0.352816,0.352816,0.000000,0.000000,0.831255,0.169451,-3.545283,0.007075,-230,0.000000,0.000000
1474,0.07370096,0,1,0,46.462330,0.471547,0.000000,0.000000,0.000000,0.637262,0.000000,0.000000,-0.352816,0.352816,0.000000,0.000000,0.861777,0.186109,-3.352168,0.009827,-230,0.000000,0.000000
1475,0.07375096,0,1,0,46.504662,0.471031,0.000000,0.000000,0.000000,0.637262,0.000000,0.000000,-0.352816,0.352816,0.000000,0.000000,0.888765,0.205751,-3.168171,0.007725,-230,0.000000,0.000000
1476,0.07380096,0,1,0,46.549072,0.471482,0.000000,0.000000,0.000000,0.637262,0.000000,0.000000,-0.352816,0.352816,0.000000,0.000000,0.694195,0.191488,-2.996873,0.001335,-230,0.000000,0.000000
1477,0.07385096,0,1,0,46.595501,0.471404,0.000000,0.000000,0.000000,0.637262,0.000000,0.000000,-0.352816,0.352816,0.000000,0.000000,0.695328,0.176832,-2.834163,0.000927,-230,0.000000,0.000000
1478,0.07390096,0,1,0,46.643879,0.471890,-30.679617,0.000000,0.000000,0.637262,0.000000,0.000000,-0.354350,0.354350,0.000000,0.000000,0.687096,0.165508,18.796267,0.000673,-231,0.000000,0.000000
1479,0.07395096,0,1,0,46.694141,0.471832,0.000000,0.000000,0.000000,0.637262,0.000000,0.000000,-0.354350,0.354350,0.000000,0.000000,0.687085,0.157099,-3.606622,0.000514,-231,0.000000,0.000000
1480,0.07400096,0,1,0,46.746239,0.471898,0.000000,0.000000,0.000000,0.697262,0.000000,0.000000,-0.354350,0.354350,0.000000,5.026423,0.687805,0.151428,-3.413637,0.000300,-231,0.000000,0.000000
1481,0.07405096,0,1,0,46.800083,0.471829,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.354350,0.354350,0.000000,0.000000,0.738006,0.146675,-3.229421,0.000181,-231,0.000000,0.000000
1482,0.07410096,0,1,0,46.855602,0.471763,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.354350,0.354350,0.000000,0.000000,0.788004,0.143413,-3.053537,0.000797,-231,0.000000,0.000000
1483,0.07415096,0,1,0,46.912735,0.471696,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.354350,0.354350,0.000000,0.000000,0.840194,0.140828,-2.885526,0.002431,-231,0.000000,0.000000
1484,0.07420097,0,1,0,46.971390,0.472032,-30.679617,0.000000,0.000000,0.723366,0.000000,0.000000,-0.355884,0.355884,0.000000,0.000000,0.894775,0.138073,18.751087,0.005211,-232,0.000000,0.000000
1485,0.07425097,0,1,0,47.031506,0.471961,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.355884,0.355884,0.000000,0.000000,0.951707,0.134334,-3.644902,0.009271,-232,0.000000,0.000000
1486,0.07430097,0,1,0,47.092983,0.471889,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.355884,0.355884,0.000000,0.000000,1.010718,0.128877,-3.444322,0.014731,-232,0.000000,0.000000
1487,0.07435097,0,1,0,47.155754,0.471818,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.355884,0.355884,0.000000,0.000000,1.071319,0.121114,-3.252714,0.021674,-232,0.000000,0.000000
1488,0.07440097,0,1,0,47.219715,0.471748,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.355884,0.355884,0.000000,0.000000,1.132852,0.110638,-3.069622,0.030126,-232,0.000000,0.000000
1489,0.07445097,0,1,0,47.284805,0.471520,0.000000,0.000000,0.000000,0.723366,0.000000,0.000000,-0.355884,0.355884,0.000000,0.000000,1.194537,0.097252,-2.894623,0.031657,-232,0.000000,0.000000
1490,0.07450097,0,1,0,47.350918,0.470854,0.000000,0.000000,0.000000,0.663366,0.000000,0.000000,-0.355884,0.355884,0.000000,3.109593,1.132737,0.321642,-2.728858,0.019570,-232,0.000000,0.000000
1491,0.07455097,0,1,0,47.417973,0.471791,-30.679617,0.000000,0.000000,0.611373,0.000000,0.000000,-0.357418,0.357418,0.000000,0.000000,0.750834,0.302252,18.897783,0.005823,-233,0.000000,0.000000
1492,0.07460097,0,1,0,47.485863,0.471996,0.000000,0.000000,0.000000,0.611373,0.000000,0.000000,-0.357418,0.357418,0.000000,0.000000,0.717608,0.039830,-3.509953,0.002411,-233,0.000000,0.000000
1493,0.07465097,0,1,0,47.554520,0.471878,0.000000,0.000000,0.000000,0.611373,0.000000,0.000000,-0.357418,0.357418,0.000000,0.000000,0.780763,0.018513,-3.320501,0.005927,-233,0.000000,0.000000
1494,0.07470097,0,1,0,47.623840,0.471815,0.000000,0.000000,0.000000,0.611373,0.000000,0.000000,-0.357418,0.357418,0.000000,0.000000,0.829534,-0.024717,-3.139766,0.010869,-233,0.000000,0.000000
1495,0.07475097,0,1,0,47.693726,0.471202,0.000000,0.000000,0.000000,0.611373,0.000000,0.000000,-0.357418,0.357418,0.000000,0.000000,0.880885,-0.055193,-2.967233,0.010080,-233,0.000000,0.000000
1496,0.07480098,0,1,0,47.764076,0.471711,0.000000,0.000000,0.000000,0.611373,0.000000,0.000000,-0.357418,0.357418,0.000000,0.000000,0.675995,-0.071183,-2.807014,0.004841,-233,0.000000,0.000000
1497,0.07485098,0,1,0,47.834816,0.472138,-30.679617,0.000000,0.000000,0.611373,0.000000,0.000000,-0.358952,0.358952,0.000000,0.000000,0.676723,-0.090637,18.821215,0.006018,-234,0.000000,0.000000
1498,0.07490098,0,1,0,47.905830,0.472105,0.000000,0.000000,0.000000,0.611373,0.000000,0.000000,-0.358952,0.358952,0.000000,0.000000,0.666599,-0.107780,-3.583963,0.007161,-234,0.000000,0.000000
1499,0.07495098,0,1,0,47.977036,0.472055,0.000000,0.000000,0.000000,0.611373,0.000000,0.000000,-0.358952,0.358952,0.000000,0.000000,0.664734,-0.122330,-3.393217,0.008208,-234,0.000000,0.000000
1500,0.07500098,0,1,0,48.048328,0.472141,0.000000,0.000000,0.000000,0.671373,0.000000,0.000000,-0.358952,0.358952,0.000000,4.540033,0.663463,-0.133768,-3.212059,0.009830,-234,0.000000,0.000000
1501,0.07505098,0,1,0,48.119606,0.472089,0.000000,0.000000,0.000000,0.699065,0.000000,0.000000,-0.358952,0.358952,0.000000,0.000000,0.711479,-0.143082,-3.039127,0.010913,-234,0.000000,0.000000
1502,0.07510098,0,1,0,48.190788,0.471666,0.000000,0.000000,0.000000,0.699065,0.000000,0.000000,-0.358952,0.358952,0.000000,0.000000,0.757716,-0.149209,-2.874034,0.006683,-234,0.000000,0.000000
1503,0.07515098,0,1,0,48.261768,0.471863,0.000000,0.000000,0.000000,0.699065,0.000000,0.000000,-0.358952,0.358952,0.000000,0.000000,0.684708,0.084014,-2.717917,0.000126,-234,0.000000,0.000000
1504,0.07520098,0,1,0,48.332447,0.472252,-30.679617,0.000000,0.000000,0.699065,0.000000,0.000000,-0.360485,0.360485,0.000000,0.000000,0.737707,0.075908,18.907362,0.000054,-235,0.000000,0.000000
1505,0.07525098,0,1,0,48.402725,0.472195,0.000000,0.000000,0.000000,0.699065,0.000000,0.000000,-0.360485,0.360485,0.000000,0.000000,0.771995,0.109362,-3.499703,0.000741,-235,0.000000,0.000000
1506,0.07530098,0,1,0,48.472519,0.472120,0.000000,0.000000,0.000000,0.699065,0.000000,0.000000,-0.360485,0.360485,0.000000,0.000000,0.815732,0.129894,-3.309854,0.002302,-235,0.000000,0.000000
1507,0.07535098,0,1,0,48.541733,0.472043,0.000000,0.000000,0.000000,0.699065,0.000000,0.000000,-0.360485,0.360485,0.000000,0.000000,0.860051,0.153938,-3.128650,0.004860,-235,0.000000,0.000000
1508,0.07540099,0,1,0,48.610264,0.471964,0.000000,0.000000,0.000000,0.699065,0.000000,0.000000,-0.360485,0.360485,0.000000,0.000000,0.906383,0.177481,-2.955622,0.008479,-235,0.000000,0.000000
