k,time_s,safety_mode,ctrl_mode,fw,vdc,rs,wm,omega_ref,id_ref,iq_ref,id_fw,theta_ref,theta_mech,epos_live,epos_pi,espd,i_alpha,i_beta,tl_hat,mpcJ,enc,iq_inj,frf_freq_hz
3242,0.16209692,0,1,0,48.838638,0.477705,0.000000,0.000000,0.000000,0.173490,0.000000,0.000000,-0.111981,0.111981,0.000000,0.000000,0.091883,0.292286,7.044105,0.000568,-73,0.697825,8.661940
3243,0.16214691,0,1,0,48.773560,0.476924,30.679617,0.000000,0.000000,0.156429,0.000000,0.000000,-0.110447,0.110447,0.000000,0.000000,0.092550,0.229515,-14.779692,0.000109,-72,0.696757,8.667303
3244,0.16219690,0,1,0,48.707767,0.477578,0.000000,0.000000,0.000000,0.155355,0.000000,0.000000,-0.110447,0.110447,0.000000,0.000000,0.109070,0.194804,7.439034,0.000011,-72,0.695684,8.672667
3245,0.16224690,0,1,0,48.641369,0.478013,0.000000,0.000000,0.000000,0.154276,0.000000,0.000000,-0.110447,0.110447,0.000000,0.000000,0.135272,0.179313,7.071040,0.000271,-72,0.694604,8.678031
3246,0.16229689,0,1,0,48.574432,0.478394,0.000000,0.000000,0.000000,0.153190,0.000000,0.000000,-0.110447,0.110447,0.000000,0.000000,0.160103,0.165732,6.721416,0.000822,-72,0.693519,8.683394
3247,0.16234688,0,1,0,48.507061,0.477287,30.679617,0.000000,0.000000,0.152099,0.000000,0.000000,-0.108913,0.108913,0.000000,0.000000,0.182708,0.153723,-15.086801,0.001581,-71,0.692428,8.688759
3248,0.16239688,0,1,0,48.439369,0.477660,0.000000,0.000000,0.000000,0.151002,0.000000,0.000000,-0.108913,0.108913,0.000000,0.000000,0.223708,0.111068,7.146781,0.004129,-71,0.691331,8.694122
3249,0.16244687,0,1,0,48.371429,0.477922,0.000000,0.000000,0.000000,0.149899,0.000000,0.000000,-0.108913,0.108913,0.000000,0.000000,0.268527,0.084585,6.792859,0.007513,-71,0.690228,8.699487
3250,0.16249686,0,1,0,48.303341,0.476294,30.679617,0.000000,0.000000,0.170985,0.000000,0.000000,-0.107379,0.107379,0.000000,-10.851822,0.330769,0.026993,-15.019905,0.008913,-70,0.689120,8.704850
3251,0.16254686,0,1,0,48.235226,0.479147,0.000000,0.000000,0.000000,0.169871,0.000000,0.000000,-0.107379,0.107379,0.000000,0.000000,0.138079,0.032862,7.208394,0.002816,-70,0.688005,8.710214
3252,0.16259685,0,1,0,48.167141,0.479561,0.000000,0.000000,0.000000,0.168751,0.000000,0.000000,-0.107379,0.107379,0.000000,0.000000,0.140519,0.055997,6.849943,0.001827,-70,0.686885,8.715578
3253,0.16264684,0,1,0,48.099205,0.478305,30.679617,0.000000,0.000000,0.167624,0.000000,0.000000,-0.105845,0.105845,0.000000,0.000000,0.130146,0.076434,-14.966378,0.001129,-69,0.685759,8.720942
3254,0.16269684,0,1,0,48.031525,0.478961,0.000000,0.000000,0.000000,0.166492,0.000000,0.000000,-0.105845,0.105845,0.000000,0.000000,0.128333,0.093975,7.260163,0.000659,-69,0.684627,8.726306
3255,0.16274683,0,1,0,47.964169,0.479644,0.000000,0.000000,0.000000,0.165354,0.000000,0.000000,-0.105845,0.105845,0.000000,0.000000,0.125901,0.108644,6.899868,0.000360,-69,0.683489,8.731669
3256,0.16279683,0,1,0,47.897247,0.478367,30.679617,0.000000,0.000000,0.164211,0.000000,0.000000,-0.104311,0.104311,0.000000,0.000000,0.124698,0.120102,-14.918280,0.000187,-68,0.682345,8.737034
3257,0.16284682,0,1,0,47.830864,0.479054,0.000000,0.000000,0.000000,0.163061,0.000000,0.000000,-0.104311,0.104311,0.000000,0.000000,0.124100,0.128348,7.306384,0.000095,-68,0.681195,8.742397
3258,0.16289681,0,1,0,47.765091,0.479845,0.000000,0.000000,0.000000,0.161906,0.000000,0.000000,-0.104311,0.104311,0.000000,0.000000,0.124357,0.133558,6.944169,0.000050,-68,0.680040,8.747761
3259,0.16294681,0,1,0,47.700043,0.478765,30.679617,0.000000,0.000000,0.160744,0.000000,0.000000,-0.102777,0.102777,0.000000,0.000000,0.104118,0.167312,-14.875570,0.000061,-67,0.678879,8.753125
3260,0.16299680,0,1,0,47.635788,0.479416,0.000000,0.000000,0.000000,0.205712,0.000000,0.000000,-0.102777,0.102777,0.000000,-9.974383,0.108419,0.196190,7.347958,0.000005,-67,0.677712,8.758490
3261,0.16304679,0,1,0,47.572430,0.479852,0.000000,0.000000,0.000000,0.204540,0.000000,0.000000,-0.102777,0.102777,0.000000,0.000000,0.130237,0.222449,6.985166,0.000193,-67,0.676539,8.763853
3262,0.16309679,0,1,0,47.510067,0.480328,0.000000,0.000000,0.000000,0.203361,0.000000,0.000000,-0.102777,0.102777,0.000000,0.000000,0.129697,0.249033,6.640949,0.000662,-67,0.675360,8.769217
3263,0.16314678,0,1,0,47.448769,0.479544,30.679617,0.000000,0.000000,0.202176,0.000000,0.000000,-0.101243,0.101243,0.000000,0.000000,0.132813,0.275460,-15.161639,0.001403,-66,0.674175,8.774581
3264,0.16319677,0,1,0,47.388622,0.479924,0.000000,0.000000,0.000000,0.200986,0.000000,0.000000,-0.101243,0.101243,0.000000,0.000000,0.134305,0.302766,7.078138,0.002460,-66,0.672985,8.779944
3265,0.16324677,0,1,0,47.329735,0.480263,0.000000,0.000000,0.000000,0.199789,0.000000,0.000000,-0.101243,0.101243,0.000000,0.000000,0.135663,0.331596,6.730679,0.003893,-66,0.671788,8.785308
3266,0.16329676,0,1,0,47.272163,0.479616,30.679617,0.000000,0.000000,0.198587,0.000000,0.000000,-0.099709,0.099709,0.000000,0.000000,0.136364,0.362546,-15.074927,0.005789,-65,0.670586,8.790672
3267,0.16334675,0,1,0,47.216000,0.479884,0.000000,0.000000,0.000000,0.197379,0.000000,0.000000,-0.099709,0.099709,0.000000,0.000000,0.136235,0.396020,7.162074,0.008259,-65,0.669378,8.796037
3268,0.16339675,0,1,0,47.161327,0.480120,0.000000,0.000000,0.000000,0.196165,0.000000,0.000000,-0.099709,0.099709,0.000000,0.000000,0.135379,0.432193,6.812088,0.011414,-65,0.668164,8.801400
3269,0.16344674,0,1,0,47.108208,0.478631,30.679617,0.000000,0.000000,0.194945,0.000000,0.000000,-0.098175,0.098175,0.000000,0.000000,0.133782,0.471026,-14.995798,0.008193,-64,0.666944,8.806764
3270,0.16349673,0,1,0,47.056721,0.480328,0.000000,0.000000,0.000000,0.202397,0.000000,0.000000,-0.098175,0.098175,0.000000,-9.730015,0.054217,0.281396,7.234778,0.000897,-64,0.665719,8.812128
3271,0.16354673,0,1,0,47.006954,0.480525,0.000000,0.000000,0.000000,0.201166,0.000000,0.000000,-0.098175,0.098175,0.000000,0.000000,0.080657,0.278689,6.878230,0.000378,-64,0.664487,8.817492
3272,0.16359672,0,1,0,46.958954,0.479588,30.679617,0.000000,0.000000,0.199928,0.000000,0.000000,-0.096641,0.096641,0.000000,0.000000,0.093940,0.260909,-14.936733,0.000112,-63,0.663250,8.822856
3273,0.16364671,0,1,0,46.912800,0.479929,0.000000,0.000000,0.000000,0.198685,0.000000,0.000000,-0.096641,0.096641,0.000000,0.000000,0.108029,0.251079,7.290756,0.000010,-63,0.662007,8.828219
3274,0.16369671,0,1,0,46.868561,0.480293,0.000000,0.000000,0.000000,0.197436,0.000000,0.000000,-0.096641,0.096641,0.000000,0.000000,0.118951,0.241680,6.931054,0.000010,-63,0.660758,8.833584
3275,0.16374670,0,1,0,46.826279,0.479303,30.679617,0.000000,0.000000,0.196181,0.000000,0.000000,-0.095107,0.095107,0.000000,0.000000,0.127741,0.233116,-14.886790,0.000069,-62,0.659503,8.838947
3276,0.16379669,0,1,0,46.786034,0.479711,0.000000,0.000000,0.000000,0.194920,0.000000,0.000000,-0.095107,0.095107,0.000000,0.000000,0.135029,0.224799,7.337940,0.000167,-62,0.658242,8.844311
3277,0.16384669,0,1,0,46.747864,0.480146,0.000000,0.000000,0.000000,0.193654,0.000000,0.000000,-0.095107,0.095107,0.000000,0.000000,0.141733,0.216434,6.975606,0.000298,-62,0.656975,8.849675
3278,0.16389668,0,1,0,46.711834,0.480605,0.000000,0.000000,0.000000,0.192381,0.000000,0.000000,-0.095107,0.095107,0.000000,0.000000,0.148790,0.207716,6.631290,0.000476,-62,0.655703,8.855039
3279,0.16394667,0,1,0,46.677986,0.479695,30.679617,0.000000,0.000000,0.191103,0.000000,0.000000,-0.093573,0.093573,0.000000,0.000000,0.157095,0.198355,-15.171959,0.000730,-61,0.654425,8.860403
3280,0.16399667,0,1,0,46.646370,0.480361,0.000000,0.000000,0.000000,0.214793,0.000000,0.000000,-0.093573,0.093573,0.000000,-9.216474,0.167419,0.188109,7.066623,0.001198,-61,0.653140,8.865767
3281,0.16404666,0,1,0,46.617027,0.480646,0.000000,0.000000,0.000000,0.213503,0.000000,0.000000,-0.093573,0.093573,0.000000,0.000000,0.192825,0.197310,6.717864,0.001777,-61,0.651851,8.871131
3282,0.16409665,0,1,0,46.590000,0.479911,30.679617,0.000000,0.000000,0.212208,0.000000,0.000000,-0.092039,0.092039,0.000000,0.000000,0.208772,0.184792,-15.089616,0.002590,-60,0.650555,8.876494
3283,0.16414665,0,1,0,46.565323,0.480271,0.000000,0.000000,0.000000,0.210906,0.000000,0.000000,-0.092039,0.092039,0.000000,0.000000,0.228455,0.172140,7.144966,0.003723,-60,0.649253,8.881858
3284,0.16419664,0,1,0,46.543030,0.480653,0.000000,0.000000,0.000000,0.209598,0.000000,0.000000,-0.092039,0.092039,0.000000,0.000000,0.271576,0.127322,6.791611,0.007524,-60,0.647946,8.887222
3285,0.16424663,0,1,0,46.523155,0.480240,30.679617,0.000000,0.000000,0.208285,0.000000,0.000000,-0.090505,0.090505,0.000000,0.000000,0.324350,0.096401,-15.020325,0.012795,-59,0.646632,8.892586
3286,0.16429663,0,1,0,46.505711,0.478974,0.000000,0.000000,0.000000,0.206966,0.000000,0.000000,-0.090505,0.090505,0.000000,0.000000,0.399254,0.034102,7.209538,0.012380,-59,0.645313,8.897950
3287,0.16434662,0,1,0,46.490730,0.482707,0.000000,0.000000,0.000000,0.205641,0.000000,0.000000,-0.090505,0.090505,0.000000,0.000000,0.141265,0.021459,6.850323,0.005562,-59,0.643988,8.903314
3288,0.16439661,0,1,0,46.478233,0.481654,30.679617,0.000000,0.000000,0.204310,0.000000,0.000000,-0.088971,0.088971,0.000000,0.000000,0.180973,-0.004279,-14.967171,0.007252,-58,0.642657,8.908678
3289,0.16444661,0,1,0,46.468235,0.481838,0.000000,0.000000,0.000000,0.202973,0.000000,0.000000,-0.088971,0.088971,0.000000,0.000000,0.166749,-0.025350,7.257538,0.008784,-58,0.641320,8.914042
3290,0.16449660,0,1,0,46.460739,0.480663,0.000000,0.000000,0.000000,0.228008,0.000000,0.000000,-0.088971,0.088971,0.000000,-8.684680,0.169003,-0.044119,6.894977,0.006900,-58,0.639977,8.919406
3291,0.16454659,0,1,0,46.455769,0.480966,0.000000,0.000000,0.000000,0.226660,0.000000,0.000000,-0.088971,0.088971,0.000000,0.000000,0.094425,0.139290,6.553170,0.000148,-58,0.638629,8.924769
3292,0.16459659,0,1,0,46.453312,0.479681,30.679617,0.000000,0.000000,0.225305,0.000000,0.000000,-0.087437,0.087437,0.000000,0.000000,0.114593,0.234433,-15.245857,0.000268,-57,0.637275,8.930133
3293,0.16464658,0,1,0,46.453384,0.479981,0.000000,0.000000,0.000000,0.223945,0.000000,0.000000,-0.087437,0.087437,0.000000,0.000000,0.171522,0.273090,6.997843,0.002162,-57,0.635915,8.935497
3294,0.16469657,0,1,0,46.455975,0.480215,0.000000,0.000000,0.000000,0.222579,0.000000,0.000000,-0.087437,0.087437,0.000000,0.000000,0.223809,0.316442,6.654679,0.005797,-57,0.634549,8.940861
3295,0.16474657,0,1,0,46.461079,0.479637,30.679617,0.000000,0.000000,0.221208,0.000000,0.000000,-0.085903,0.085903,0.000000,0.000000,0.272620,0.361498,-15.146321,0.011053,-56,0.633177,8.946224
3296,0.16479656,0,1,0,46.468689,0.478789,0.000000,0.000000,0.000000,0.219830,0.000000,0.000000,-0.085903,0.085903,0.000000,0.000000,0.317959,0.407546,7.095555,0.009043,-56,0.631800,8.951589
3297,0.16484655,0,1,0,46.478786,0.480438,0.000000,0.000000,0.000000,0.218447,0.000000,0.000000,-0.085903,0.085903,0.000000,0.000000,0.213666,0.215348,6.745720,0.002420,-56,0.630416,8.956953
3298,0.16489655,0,1,0,46.491360,0.479609,30.679617,0.000000,0.000000,0.217058,0.000000,0.000000,-0.084369,0.084369,0.000000,0.000000,0.222660,0.212128,-15.062679,0.002844,-55,0.629027,8.962317
3299,0.16494654,0,1,0,46.506386,0.479990,0.000000,0.000000,0.000000,0.215662,0.000000,0.000000,-0.084369,0.084369,0.000000,0.000000,0.224011,0.198073,7.170883,0.003241,-55,0.627632,8.967680
3300,0.16499653,0,1,0,46.523846,0.480353,0.000000,0.000000,0.000000,0.217937,0.000000,0.000000,-0.084369,0.084369,0.000000,-8.536575,0.229465,0.190760,6.816943,0.003703,-55,0.626231,8.973044
3301,0.16504653,0,1,0,46.543705,0.479629,30.679617,0.000000,0.000000,0.216530,0.000000,0.000000,-0.082835,0.082835,0.000000,0.000000,0.237434,0.185626,-14.995399,0.004228,-54,0.624824,8.978408
3302,0.16509652,0,1,0,46.565933,0.480034,0.000000,0.000000,0.000000,0.215118,0.000000,0.000000,-0.082835,0.082835,0.000000,0.000000,0.266147,0.146514,7.234152,0.007085,-54,0.623412,8.983771
3303,0.16514651,0,1,0,46.590504,0.480300,0.000000,0.000000,0.000000,0.213699,0.000000,0.000000,-0.082835,0.082835,0.000000,0.000000,0.304354,0.120828,6.876278,0.010803,-54,0.621993,8.989136
3304,0.16519651,0,1,0,46.617371,0.479367,0.000000,0.000000,0.000000,0.212275,0.000000,0.000000,-0.082835,0.082835,0.000000,0.000000,0.344720,0.093238,6.536065,0.008638,-54,0.620569,8.994500
3305,0.16524650,0,1,0,46.646492,0.480430,30.679617,0.000000,0.000000,0.210845,0.000000,0.000000,-0.081301,0.081301,0.000000,0.000000,0.131430,0.081644,-15.264631,0.002700,-53,0.619139,8.999864
3306,0.16529649,0,1,0,46.677834,0.480784,0.000000,0.000000,0.000000,0.209410,0.000000,0.000000,-0.081301,0.081301,0.000000,0.000000,0.144874,0.087420,6.976655,0.002396,-53,0.617703,9.005227
3307,0.16534649,0,1,0,46.711330,0.481427,0.000000,0.000000,0.000000,0.207968,0.000000,0.000000,-0.081301,0.081301,0.000000,0.000000,0.137970,0.090855,6.630164,0.002202,-53,0.616262,9.010592
3308,0.16539648,0,1,0,46.746952,0.480237,30.679617,0.000000,0.000000,0.206521,0.000000,0.000000,-0.079767,0.079767,0.000000,0.000000,0.141306,0.092909,-15.174998,0.002071,-52,0.614815,9.015955
3309,0.16544648,0,1,0,46.784637,0.480749,0.000000,0.000000,0.000000,0.205068,0.000000,0.000000,-0.079767,0.079767,0.000000,0.000000,0.142225,0.094911,7.061908,0.001945,-52,0.613361,9.021319
3310,0.16549647,0,1,0,46.824318,0.481257,0.000000,0.000000,0.000000,0.210495,0.000000,0.000000,-0.079767,0.079767,0.000000,-8.336445,0.143277,0.097577,6.711288,0.002048,-52,0.611903,9.026683
3311,0.16554646,0,1,0,46.865955,0.480062,30.679617,0.000000,0.000000,0.209030,0.000000,0.000000,-0.078233,0.078233,0.000000,0.000000,0.146038,0.101595,-15.097767,0.001848,-51,0.610438,9.032047
3312,0.16559646,0,1,0,46.909473,0.480532,0.000000,0.000000,0.000000,0.207559,0.000000,0.000000,-0.078233,0.078233,0.000000,0.000000,0.145092,0.107840,7.135504,0.001581,-51,0.608967,9.037411
3313,0.16564645,0,1,0,46.954800,0.480995,0.000000,0.000000,0.000000,0.206083,0.000000,0.000000,-0.078233,0.078233,0.000000,0.000000,0.143926,0.116663,6.781523,0.001254,-51,0.607491,9.042774
3314,0.16569644,0,1,0,47.001884,0.481457,0.000000,0.000000,0.000000,0.204601,0.000000,0.000000,-0.078233,0.078233,0.000000,0.000000,0.141908,0.128388,6.445430,0.000888,-51,0.606009,9.048139
3315,0.16574644,0,1,0,47.050659,0.480358,30.679617,0.000000,0.000000,0.203113,0.000000,0.000000,-0.076699,0.076699,0.000000,0.000000,0.139331,0.143094,-15.349669,0.000526,-50,0.604521,9.053503
3316,0.16579643,0,1,0,47.101025,0.480879,0.000000,0.000000,0.000000,0.201619,0.000000,0.000000,-0.076699,0.076699,0.000000,0.000000,0.115297,0.190977,6.897451,0.000004,-50,0.603027,9.058867
3317,0.16584642,0,1,0,47.152931,0.481234,0.000000,0.000000,0.000000,0.200120,0.000000,0.000000,-0.076699,0.076699,0.000000,0.000000,0.114885,0.238890,6.557301,0.000375,-50,0.601528,9.064230
3318,0.16589642,0,1,0,47.206299,0.480357,30.679617,0.000000,0.000000,0.198615,0.000000,0.000000,-0.075165,0.075165,0.000000,0.000000,0.110302,0.288618,-15.241055,0.001703,-49,0.600023,9.069594
3319,0.16594641,0,1,0,47.261036,0.480617,0.000000,0.000000,0.000000,0.197104,0.000000,0.000000,-0.075165,0.075165,0.000000,0.000000,0.107130,0.339302,7.003135,0.004047,-49,0.598512,9.074958
3320,0.16599640,0,1,0,47.317074,0.480843,0.000000,0.000000,0.000000,0.193929,0.000000,0.000000,-0.075165,0.075165,0.000000,-8.280709,0.104066,0.390227,6.660243,0.007526,-49,0.596995,9.080321
3321,0.16604640,0,1,0,47.374313,0.480233,30.679617,0.000000,0.000000,0.192407,0.000000,0.000000,-0.073631,0.073631,0.000000,0.000000,0.101092,0.440586,-15.140690,0.011870,-48,0.595473,9.085686
3322,0.16609639,0,1,0,47.432693,0.479461,0.000000,0.000000,0.000000,0.190879,0.000000,0.000000,-0.073631,0.073631,0.000000,0.000000,0.099312,0.489544,7.101031,0.009083,-48,0.593944,9.091049
3323,0.16614638,0,1,0,47.492115,0.480927,0.000000,0.000000,0.000000,0.189345,0.000000,0.000000,-0.073631,0.073631,0.000000,0.000000,-0.001962,0.302673,6.751185,0.002294,-48,0.592410,9.096414
3324,0.16619638,0,1,0,47.552475,0.481250,0.000000,0.000000,0.000000,0.187805,0.000000,0.000000,-0.073631,0.073631,0.000000,0.000000,-0.029324,0.298674,6.418620,0.003275,-48,0.590871,9.101777
3325,0.16624637,0,1,0,47.613716,0.480489,30.679617,0.000000,0.000000,0.186259,0.000000,0.000000,-0.072097,0.072097,0.000000,0.000000,-0.049837,0.297623,-15.373466,0.004175,-47,0.589325,9.107141
3326,0.16629636,0,1,0,47.675728,0.480841,0.000000,0.000000,0.000000,0.184708,0.000000,0.000000,-0.072097,0.072097,0.000000,0.000000,-0.063508,0.300900,6.875812,0.004957,-47,0.587774,9.112505
3327,0.16634636,0,1,0,47.738411,0.481184,0.000000,0.000000,0.000000,0.183151,0.000000,0.000000,-0.072097,0.072097,0.000000,0.000000,-0.112472,0.304266,6.536700,0.007985,-47,0.586217,9.117869
3328,0.16639635,0,1,0,47.801689,0.480646,30.679617,0.000000,0.000000,0.181589,0.000000,0.000000,-0.070563,0.070563,0.000000,0.000000,-0.146419,0.320894,-15.261356,0.011137,-46,0.584654,9.123233
3329,0.16644634,0,1,0,47.865467,0.479730,0.000000,0.000000,0.000000,0.180020,0.000000,0.000000,-0.070563,0.070563,0.000000,0.000000,-0.176826,0.334921,6.982354,0.008436,-46,0.583086,9.128596
3330,0.16649634,0,1,0,47.929634,0.483018,0.000000,0.000000,0.000000,0.174409,0.000000,0.000000,-0.070563,0.070563,0.000000,-8.265187,-0.041292,0.149940,6.635623,0.001513,-46,0.581512,9.133961
3331,0.16654633,0,1,0,47.994114,0.481605,30.679617,0.000000,0.000000,0.172829,0.000000,0.000000,-0.069029,0.069029,0.000000,0.000000,-0.003521,0.164282,-15.169369,0.000448,-45,0.579932,9.139324
3332,0.16659632,0,1,0,48.058811,0.482381,0.000000,0.000000,0.000000,0.171244,0.000000,0.000000,-0.069029,0.069029,0.000000,0.000000,0.035444,0.175356,7.068043,0.000014,-45,0.578346,9.144689
3333,0.16664632,0,1,0,48.123608,0.483078,0.000000,0.000000,0.000000,0.169652,0.000000,0.000000,-0.069029,0.069029,0.000000,0.000000,0.070039,0.194292,6.718349,0.000192,-45,0.576755,9.150052
3334,0.16669631,0,1,0,48.188435,0.483540,0.000000,0.000000,0.000000,0.168055,0.000000,0.000000,-0.069029,0.069029,0.000000,0.000000,0.144231,0.212514,6.386818,0.002115,-45,0.575158,9.155416
3335,0.16674630,0,1,0,48.253189,0.482804,30.679617,0.000000,0.000000,0.166453,0.000000,0.000000,-0.067495,0.067495,0.000000,0.000000,0.207021,0.245372,-15.403314,0.005929,-44,0.573555,9.160780
3336,0.16679630,0,1,0,48.317749,0.483040,0.000000,0.000000,0.000000,0.164844,0.000000,0.000000,-0.067495,0.067495,0.000000,0.000000,0.268257,0.279960,6.848724,0.011614,-44,0.571947,9.166143
3337,0.16684629,0,1,0,48.382061,0.482162,0.000000,0.000000,0.000000,0.163230,0.000000,0.000000,-0.067495,0.067495,0.000000,0.000000,0.326948,0.317178,6.513351,0.011218,-44,0.570333,9.171508
3338,0.16689628,0,1,0,48.445995,0.482714,30.679617,0.000000,0.000000,0.161611,0.000000,0.000000,-0.065961,0.065961,0.000000,0.000000,0.240153,0.131100,-15.284952,0.006123,-43,0.568713,9.176871
3339,0.16694628,0,1,0,48.509476,0.482943,0.000000,0.000000,0.000000,0.159985,0.000000,0.000000,-0.065961,0.065961,0.000000,0.000000,0.282096,0.094245,6.957986,0.010344,-43,0.567088,9.182236
3340,0.16699627,0,1,0,48.572411,0.481663,0.000000,0.000000,0.000000,0.153654,0.000000,0.000000,-0.065961,0.065961,0.000000,-8.260864,0.341775,0.032053,6.612245,0.009321,-43,0.565457,9.187599
3341,0.16704626,0,1,0,48.634686,0.486100,0.000000,0.000000,0.000000,0.152018,0.000000,0.000000,-0.065961,0.065961,0.000000,0.000000,0.100780,0.038994,6.282783,0.002240,-43,0.563820,9.192964
3342,0.16709626,0,1,0,48.696232,0.484439,30.679617,0.000000,0.000000,0.150375,0.000000,0.000000,-0.064427,0.064427,0.000000,0.000000,0.114418,0.066590,-15.505713,0.001213,-42,0.562178,9.198327
3343,0.16714625,0,1,0,48.756950,0.485188,0.000000,0.000000,0.000000,0.148727,0.000000,0.000000,-0.064427,0.064427,0.000000,0.000000,0.101448,0.094339,6.747413,0.000495,-42,0.560530,9.203691
3344,0.16719624,0,1,0,48.816734,0.485896,0.000000,0.000000,0.000000,0.147073,0.000000,0.000000,-0.064427,0.064427,0.000000,0.000000,0.101461,0.121587,6.412623,0.000098,-42,0.558876,9.209055
3345,0.16724624,0,1,0,48.875519,0.484598,30.679617,0.000000,0.000000,0.145414,0.000000,0.000000,-0.062893,0.062893,0.000000,0.000000,0.078629,0.178733,-15.380580,0.000235,-41,0.557217,9.214419
3346,0.16729623,0,1,0,48.933212,0.484973,0.000000,0.000000,0.000000,0.143749,0.000000,0.000000,-0.062893,0.062893,0.000000,0.000000,0.081552,0.231867,6.868589,0.001505,-41,0.555552,9.219783
3347,0.16734622,0,1,0,48.989700,0.485305,0.000000,0.000000,0.000000,0.142078,0.000000,0.000000,-0.062893,0.062893,0.000000,0.000000,0.080781,0.282554,6.530447,0.003750,-41,0.553881,9.225146
3348,0.16739622,0,1,0,49.044941,0.484517,30.679617,0.000000,0.000000,0.140402,0.000000,0.000000,-0.061359,0.061359,0.000000,0.000000,0.082211,0.330142,-15.265992,0.006779,-40,0.552205,9.230511
3349,0.16744621,0,1,0,49.098824,0.484789,0.000000,0.000000,0.000000,0.138720,0.000000,0.000000,-0.061359,0.061359,0.000000,0.000000,0.083746,0.374403,6.979943,0.010408,-40,0.550523,9.235874
3350,0.16749620,0,1,0,49.151264,0.483934,0.000000,0.000000,0.000000,0.122615,0.000000,0.000000,-0.061359,0.061359,0.000000,-8.418542,0.085795,0.415243,6.638572,0.008140,-40,0.548835,9.241238
3351,0.16754620,0,1,0,49.202206,0.486050,0.000000,0.000000,0.000000,0.120922,0.000000,0.000000,-0.061359,0.061359,0.000000,0.000000,-0.002461,0.220768,6.310489,0.001178,-40,0.547142,9.246602
3352,0.16759619,0,1,0,49.251556,0.484971,30.679617,0.000000,0.000000,0.119224,0.000000,0.000000,-0.059825,0.059825,0.000000,0.000000,-0.014054,0.208419,-15.477489,0.001301,-39,0.545443,9.251966
3353,0.16764618,0,1,0,49.299248,0.485628,0.000000,0.000000,0.000000,0.117519,0.000000,0.000000,-0.059825,0.059825,0.000000,0.000000,-0.017902,0.199029,6.775523,0.001267,-39,0.543739,9.257330
3354,0.16769618,0,1,0,49.345211,0.486264,0.000000,0.000000,0.000000,0.115809,0.000000,0.000000,-0.059825,0.059825,0.000000,0.000000,-0.015521,0.194609,6.440084,0.001148,-39,0.542029,9.262693
3355,0.16774617,0,1,0,49.389359,0.485074,30.679617,0.000000,0.000000,0.114094,0.000000,0.000000,-0.058291,0.058291,0.000000,0.000000,-0.011368,0.190069,-15.354677,0.000990,-38,0.540314,9.268058
3356,0.16779616,0,1,0,49.431648,0.485743,0.000000,0.000000,0.000000,0.112373,0.000000,0.000000,-0.058291,0.058291,0.000000,0.000000,-0.006521,0.185839,6.892018,0.000834,-38,0.538593,9.273421
3357,0.16784616,0,1,0,49.472000,0.486414,0.000000,0.000000,0.000000,0.110646,0.000000,0.000000,-0.058291,0.058291,0.000000,0.000000,-0.002135,0.182261,6.550601,0.000708,-38,0.536866,9.278786
3358,0.16789615,0,1,0,49.510349,0.487075,0.000000,0.000000,0.000000,0.108914,0.000000,0.000000,-0.058291,0.058291,0.000000,0.000000,0.000816,0.179843,6.226224,0.000631,-38,0.535134,9.284149
3359,0.16794614,0,1,0,49.546654,0.485709,30.679617,0.000000,0.000000,0.107176,0.000000,0.000000,-0.056757,0.056757,0.000000,0.000000,0.001463,0.178984,-15.557981,0.000616,-37,0.533396,9.289514
3360,0.16799614,0,1,0,49.580845,0.486048,0.000000,0.000000,0.000000,0.074421,0.000000,0.000000,-0.056757,0.056757,0.000000,-8.851227,-0.000881,0.179963,6.698805,0.000890,-37,0.531653,9.294877
3361,0.16804613,0,1,0,49.612865,0.486941,0.000000,0.000000,0.000000,0.072672,0.000000,0.000000,-0.056757,0.056757,0.000000,0.000000,-0.022323,0.158372,6.366553,0.001111,-37,0.529904,9.300241
3362,0.16809613,0,1,0,49.642677,0.485451,30.679617,0.000000,0.000000,0.070918,0.000000,0.000000,-0.055223,0.055223,0.000000,0.000000,-0.031428,0.163814,-15.425059,0.001447,-36,0.528150,9.305605
3363,0.16814612,0,1,0,49.670231,0.485919,0.000000,0.000000,0.000000,0.069158,0.000000,0.000000,-0.055223,0.055223,0.000000,0.000000,-0.044843,0.169706,6.824730,0.001977,-36,0.526390,9.310968
3364,0.16819611,0,1,0,49.695473,0.486412,0.000000,0.000000,0.000000,0.067392,0.000000,0.000000,-0.055223,0.055223,0.000000,0.000000,-0.060751,0.178080,6.486383,0.002740,-36,0.524624,9.316333
3365,0.16824611,0,1,0,49.718380,0.485533,30.679617,0.000000,0.000000,0.065621,0.000000,0.000000,-0.053689,0.053689,0.000000,0.000000,-0.119377,0.188748,-15.311111,0.005866,-35,0.522853,9.321696
3366,0.16829610,0,1,0,49.738903,0.485673,0.000000,0.000000,0.000000,0.063845,0.000000,0.000000,-0.053689,0.053689,0.000000,0.000000,-0.167787,0.215529,6.933325,0.010102,-35,0.521077,9.327061
3367,0.16834609,0,1,0,49.757008,0.484351,0.000000,0.000000,0.000000,0.062063,0.000000,0.000000,-0.053689,0.053689,0.000000,0.000000,-0.217048,0.241258,6.590074,0.008205,-35,0.519295,9.332424
